BABY PRODUCTS,BISCUITS / CAKE / CHIPS / SNAKS,CHOCOLATE,COOKING OIL,COOL DRINKS / FRUIT JUICES / MILK SHAKES / SARBATHS,DEO / PERFUME,DISHWASHER / BATHROOM / FLOOR CLEANERS,DRY FRUITS,ELECTRONICS,FACE WASH / CREAM / MIOSTURIZER,HAIR COLOUR,HAIR OIL,HAND WASH / SANITISER,HONEY,ICE CREAM,KELLOGGS / OATS,KIRANA,KITCHEN ITEMS,LADIES ITEMS,MEDICAL,MILK POWDER / INSTANT DRINKS,OTHERS,PAPAD / MAKANI,PESTICIDES / MOSQUITO REPELLENTS,PICKLE,POOJA ITEMS,READY TO EAT,RICE,ROOM FRESHENER,SHAMPOO / BODY WASH,SHAVING,SOAP,SOUPS / SAUCES / POPCORNS / PASTA,SPICES,SPREADS / JAMS,STATIONERY,SWEETS,TALC,TEA / COFFEE,TOOTH PASTE / BRUSH,TOYS,VERMECELLI / NOODLES / MACARONI / PASTA,WASHING / DETERGENTS
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,4,4,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,10,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,12,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,3,4,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,2,3,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,3,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,3,,,,,,1,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,3,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,,,
,1,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,3,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,1,,,,,,1,,,
,1,1,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,
,3,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,15,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,17,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,6,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,4,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,4,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,3,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,2,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,1,,,,,,1,,,
,1,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,4,,,,,,1,,,
,1,7,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,1,,,,,,1,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,4,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,4,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,2,2,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,,1,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,
,2,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,
,1,1,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,2,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,1,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,1,,,,,,,,,
,1,2,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
,1,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,2,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,5,,3,,,,,,,,,
,1,2,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,2,,,,,,,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,2,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,10,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,30,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,3,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,3,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,4,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,,,
,1,3,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,4,,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,4,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,5,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,2,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,
,2,1,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,2,,,,,,,,,
,1,1,,3,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,3,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,4,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
,2,1,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,3,,,,,,,,,
,1,2,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,4,2,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,4,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,2,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2,,,,,,,,,
,2,3,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,19,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,...,...,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,6,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
